Clase,Pieza,Superficie_1,Superficie_2,Tamaño_cavidad_mm,Estado_cavidad,Técnica,Tipo_resina,Índice_contracción_%,Peso_resina_inicial_mg,Peso_sobrante_mg,Margen_cavo_mm,Ajuste_margen
I,1,Bucal,,2.3,Con tejido remanente,Estratificación,Con fibra de vidrio,4.35,70.87,1.71,0.64,Equiobturado
I,1,Bucal,,1.76,Con tejido remanente,Bulk,Fluida,4.04,71.95,6.24,1.04,Equiobturado
I,1,Bucal,,2.43,Con tejido remanente,Bulk,Bulk,4.03,92.54,15.53,1.85,Sobreobturado
I,1,Bucal,,2.26,Limpia,Bulk,Bulk,3.21,114.16,9.68,1.9,Sobreobturado
I,1,Bucal,,1.46,Con tejido remanente,Estratificación,Bulk,4.86,63.16,5.63,1.83,Equiobturado
I,1,Bucal,,4.12,Con tejido remanente,Estratificación,Fluida,2.62,56.97,5.46,1.62,Subobturado
I,1,Bucal,,4.78,Con tejido remanente,Bulk,Compuesta,1.89,86.58,12.07,1.14,Equiobturado
I,1,Bucal,,2.65,Limpia,Bulk,Compuesta,1.16,103.22,12.81,0.69,Sobreobturado
I,1,Bucal,,1.99,Limpia,Estratificación,Compuesta,1.09,76.29,0.4,0.6,Subobturado
I,1,Bucal,,4.86,Limpia,Bulk,Bulk,2.64,55.33,9.7,1.13,Sobreobturado
I,1,Bucal,,2.41,Con tejido remanente,Bulk,Compuesta,2.71,64.2,3.53,1.79,Subobturado
I,1,Bucal,,1.27,Con tejido remanente,Bulk,Bulk,1.94,114.74,5.41,1.28,Subobturado
I,1,Bucal,,2.78,Limpia,Bulk,Con fibra de vidrio,2.69,59.84,6.54,1.42,Equiobturado
I,1,Bucal,,1.71,Con tejido remanente,Bulk,Compuesta,1.08,68.52,10.62,1.3,Subobturado
I,1,Bucal,,3.94,Limpia,Bulk,Compuesta,4.89,91.09,1.65,1.42,Sobreobturado
I,1,Bucal,,3.62,Limpia,Bulk,Compuesta,3.23,107.42,14.01,0.81,Equiobturado
I,1,Bucal,,4.91,Limpia,Bulk,Fluida,4.75,95.46,12.83,1.39,Subobturado
I,1,Bucal,,3.55,Con tejido remanente,Estratificación,Bulk,3.49,91.77,13.34,0.54,Equiobturado
I,1,Bucal,,2.89,Limpia,Estratificación,Compuesta,3.86,107.41,4.1,1.96,Equiobturado
I,1,Bucal,,3.87,Limpia,Bulk,Con fibra de vidrio,3.19,66.42,1.97,1.04,Subobturado
I,1,Lingual,,2.6,Limpia,Bulk,Bulk,3.94,111.64,17.87,1.88,Subobturado
I,1,Lingual,,2.23,Limpia,Bulk,Compuesta,1.78,102.96,18.56,1.09,Equiobturado
I,1,Lingual,,4.89,Limpia,Estratificación,Bulk,2.62,99.26,19.72,0.55,Equiobturado
I,1,Lingual,,2.5,Con tejido remanente,Estratificación,Fluida,4.74,69.85,2.63,0.87,Equiobturado
I,1,Lingual,,4.28,Con tejido remanente,Bulk,Bulk,3.2,109.84,11.76,1.64,Subobturado
I,1,Lingual,,4.58,Limpia,Bulk,Bulk,4.59,105.99,7.34,0.8,Subobturado
I,1,Lingual,,4.47,Limpia,Bulk,Compuesta,1.42,61.42,4.04,1.45,Sobreobturado
I,1,Lingual,,2.04,Limpia,Estratificación,Compuesta,4.46,82.16,0.96,0.86,Sobreobturado
I,1,Lingual,,2.98,Con tejido remanente,Bulk,Compuesta,3.94,93.98,1.1,1.03,Sobreobturado
I,1,Lingual,,2.42,Con tejido remanente,Estratificación,Con fibra de vidrio,3.37,75.2,2.51,1.88,Sobreobturado
I,1,Lingual,,4.99,Con tejido remanente,Estratificación,Compuesta,1.49,51.05,9.45,0.58,Sobreobturado
I,1,Lingual,,1.93,Limpia,Estratificación,Fluida,4.62,103.0,5.55,1.18,Sobreobturado
I,1,Lingual,,1.26,Limpia,Estratificación,Con fibra de vidrio,1.75,114.13,5.44,0.94,Sobreobturado
I,1,Lingual,,1.01,Limpia,Estratificación,Bulk,3.76,87.69,9.15,0.82,Equiobturado
I,1,Lingual,,2.32,Con tejido remanente,Bulk,Fluida,1.28,111.0,0.72,0.62,Subobturado
I,1,Lingual,,3.76,Limpia,Estratificación,Con fibra de vidrio,2.15,103.39,17.94,0.56,Sobreobturado
I,1,Lingual,,2.13,Limpia,Estratificación,Fluida,4.58,115.03,21.36,1.06,Sobreobturado
I,1,Lingual,,3.95,Limpia,Bulk,Bulk,3.45,95.68,14.56,1.05,Subobturado
I,1,Lingual,,4.3,Con tejido remanente,Bulk,Bulk,4.44,104.78,16.59,1.26,Sobreobturado
I,1,Lingual,,2.18,Con tejido remanente,Bulk,Fluida,3.68,82.3,15.11,1.72,Equiobturado
I,2,Oclusal,,2.95,Limpia,Bulk,Bulk,4.71,118.62,21.17,1.78,Subobturado
I,2,Oclusal,,2.63,Limpia,Estratificación,Compuesta,3.33,97.08,14.72,0.66,Sobreobturado
I,2,Oclusal,,4.54,Limpia,Bulk,Bulk,4.77,116.3,0.89,1.78,Subobturado
I,2,Oclusal,,4.26,Limpia,Estratificación,Con fibra de vidrio,2.7,56.03,0.59,0.59,Equiobturado
I,2,Oclusal,,1.05,Con tejido remanente,Bulk,Con fibra de vidrio,1.3,74.67,10.97,1.02,Equiobturado
I,2,Oclusal,,1.88,Con tejido remanente,Bulk,Compuesta,2.92,93.5,10.87,1.94,Subobturado
I,2,Oclusal,,4.34,Con tejido remanente,Estratificación,Fluida,1.49,102.17,14.64,1.7,Subobturado
I,2,Oclusal,,3.84,Limpia,Bulk,Bulk,1.48,86.72,0.21,1.34,Sobreobturado
I,2,Oclusal,,1.78,Con tejido remanente,Estratificación,Fluida,2.23,108.72,2.03,1.67,Subobturado
I,2,Oclusal,,2.95,Limpia,Bulk,Con fibra de vidrio,2.8,93.42,12.13,1.06,Sobreobturado
I,2,Oclusal,,4.38,Con tejido remanente,Bulk,Compuesta,1.62,52.52,7.32,2.0,Subobturado
I,2,Oclusal,,1.92,Con tejido remanente,Estratificación,Con fibra de vidrio,4.26,68.11,0.29,1.82,Equiobturado
I,2,Oclusal,,2.2,Limpia,Bulk,Bulk,1.13,81.71,12.73,1.7,Subobturado
I,2,Oclusal,,3.96,Con tejido remanente,Bulk,Bulk,2.53,64.79,9.43,1.3,Equiobturado
I,2,Oclusal,,3.37,Limpia,Bulk,Con fibra de vidrio,4.44,89.69,5.13,1.04,Sobreobturado
I,2,Oclusal,,2.83,Limpia,Estratificación,Compuesta,2.97,73.42,12.81,0.57,Sobreobturado
I,2,Oclusal,,1.57,Con tejido remanente,Bulk,Compuesta,3.78,117.59,7.01,1.13,Sobreobturado
I,2,Oclusal,,1.73,Con tejido remanente,Estratificación,Bulk,1.17,98.12,3.69,1.13,Equiobturado
I,2,Oclusal,,2.45,Limpia,Bulk,Compuesta,4.51,83.72,13.72,1.28,Sobreobturado
I,2,Oclusal,,2.89,Con tejido remanente,Estratificación,Bulk,1.99,97.96,14.82,1.3,Equiobturado
I,2,Bucal,,1.2,Limpia,Bulk,Con fibra de vidrio,1.76,52.58,2.88,1.14,Subobturado
I,2,Bucal,,4.89,Con tejido remanente,Bulk,Compuesta,1.68,100.57,11.19,0.72,Sobreobturado
I,2,Bucal,,4.55,Limpia,Estratificación,Compuesta,3.81,97.41,9.98,1.0,Subobturado
I,2,Bucal,,4.6,Limpia,Bulk,Bulk,4.14,107.25,14.38,1.12,Subobturado
I,2,Bucal,,3.02,Con tejido remanente,Estratificación,Bulk,1.99,94.94,8.84,1.05,Subobturado
I,2,Bucal,,4.82,Con tejido remanente,Bulk,Bulk,4.05,108.54,11.97,1.52,Equiobturado
I,2,Bucal,,4.6,Con tejido remanente,Bulk,Con fibra de vidrio,2.53,52.01,6.36,1.06,Equiobturado
I,2,Bucal,,1.97,Limpia,Estratificación,Con fibra de vidrio,3.01,104.8,0.76,0.7,Sobreobturado
I,2,Bucal,,4.62,Limpia,Bulk,Bulk,3.35,57.12,1.22,0.74,Sobreobturado
I,2,Bucal,,1.19,Con tejido remanente,Estratificación,Bulk,4.75,60.32,8.99,1.25,Subobturado
I,2,Bucal,,2.77,Con tejido remanente,Estratificación,Con fibra de vidrio,2.94,111.99,4.12,0.91,Subobturado
I,2,Bucal,,4.94,Con tejido remanente,Bulk,Bulk,2.11,111.06,3.42,0.94,Subobturado
I,2,Bucal,,3.08,Limpia,Bulk,Compuesta,1.0,99.68,8.8,1.49,Equiobturado
I,2,Bucal,,1.59,Con tejido remanente,Bulk,Bulk,4.41,69.41,6.65,1.66,Equiobturado
I,2,Bucal,,3.01,Con tejido remanente,Estratificación,Compuesta,3.4,76.5,10.45,1.89,Subobturado
I,2,Bucal,,3.88,Con tejido remanente,Estratificación,Bulk,2.47,73.29,3.58,1.83,Subobturado
I,2,Bucal,,2.07,Limpia,Estratificación,Compuesta,3.51,116.85,21.75,1.76,Sobreobturado
I,2,Bucal,,3.54,Limpia,Estratificación,Con fibra de vidrio,2.05,71.02,6.3,1.74,Sobreobturado
I,2,Bucal,,1.88,Con tejido remanente,Estratificación,Compuesta,3.87,83.43,6.86,1.28,Sobreobturado
I,2,Bucal,,3.53,Con tejido remanente,Bulk,Fluida,2.81,68.13,10.11,1.06,Sobreobturado
I,2,Lingual,,2.14,Con tejido remanente,Estratificación,Fluida,4.82,103.57,4.61,1.02,Equiobturado
I,2,Lingual,,1.85,Limpia,Estratificación,Bulk,4.82,78.04,3.21,0.99,Subobturado
I,2,Lingual,,1.72,Limpia,Estratificación,Compuesta,1.66,71.2,2.2,0.91,Subobturado
I,2,Lingual,,3.56,Con tejido remanente,Estratificación,Con fibra de vidrio,4.46,62.33,5.14,0.81,Subobturado
I,2,Lingual,,2.21,Con tejido remanente,Estratificación,Con fibra de vidrio,2.67,102.36,7.31,1.15,Subobturado
I,2,Lingual,,4.81,Limpia,Bulk,Con fibra de vidrio,1.5,112.9,19.08,0.5,Subobturado
I,2,Lingual,,3.63,Limpia,Bulk,Fluida,2.21,114.16,17.04,1.73,Equiobturado
I,2,Lingual,,4.67,Con tejido remanente,Estratificación,Fluida,2.28,57.68,1.3,1.2,Subobturado
I,2,Lingual,,3.0,Con tejido remanente,Bulk,Fluida,3.54,90.79,7.96,1.53,Equiobturado
I,2,Lingual,,3.08,Limpia,Bulk,Fluida,3.37,64.94,9.31,0.76,Equiobturado
I,2,Lingual,,3.56,Con tejido remanente,Estratificación,Bulk,4.31,77.43,0.6,1.56,Subobturado
I,2,Lingual,,2.41,Limpia,Estratificación,Con fibra de vidrio,2.16,58.07,10.5,1.74,Equiobturado
I,2,Lingual,,2.01,Limpia,Estratificación,Con fibra de vidrio,3.16,90.24,7.71,0.91,Equiobturado
I,2,Lingual,,2.64,Con tejido remanente,Estratificación,Bulk,1.77,50.75,4.69,0.57,Sobreobturado
I,2,Lingual,,3.55,Con tejido remanente,Estratificación,Compuesta,4.41,118.74,9.87,1.42,Subobturado
I,2,Lingual,,4.76,Con tejido remanente,Estratificación,Con fibra de vidrio,4.01,115.57,0.06,1.07,Equiobturado
I,2,Lingual,,4.79,Con tejido remanente,Bulk,Compuesta,1.53,67.85,10.32,1.69,Subobturado
I,2,Lingual,,4.56,Con tejido remanente,Bulk,Fluida,2.06,94.0,7.56,0.66,Equiobturado
I,2,Lingual,,4.24,Con tejido remanente,Bulk,Fluida,2.77,89.0,7.0,1.4,Sobreobturado
I,2,Lingual,,2.62,Limpia,Bulk,Compuesta,1.33,104.45,13.02,1.29,Equiobturado
I,3,Oclusal,,3.95,Con tejido remanente,Estratificación,Fluida,2.73,89.65,12.93,0.64,Equiobturado
I,3,Oclusal,,2.38,Con tejido remanente,Estratificación,Bulk,3.98,109.13,17.38,1.59,Subobturado
I,3,Oclusal,,1.98,Con tejido remanente,Bulk,Compuesta,1.64,82.59,12.96,1.09,Equiobturado
I,3,Oclusal,,3.85,Limpia,Estratificación,Bulk,1.73,52.03,3.45,1.76,Sobreobturado
I,3,Oclusal,,1.52,Limpia,Bulk,Fluida,2.22,73.97,6.5,1.17,Sobreobturado
I,3,Oclusal,,3.42,Limpia,Estratificación,Fluida,3.41,115.91,14.35,1.77,Sobreobturado
I,3,Oclusal,,2.09,Limpia,Estratificación,Bulk,1.36,103.41,20.22,1.77,Subobturado
I,3,Oclusal,,2.84,Limpia,Estratificación,Compuesta,3.94,98.1,1.45,1.64,Sobreobturado
I,3,Oclusal,,2.02,Con tejido remanente,Estratificación,Compuesta,1.77,105.22,7.84,1.85,Subobturado
I,3,Oclusal,,4.79,Limpia,Bulk,Fluida,2.28,95.75,18.43,1.3,Subobturado
I,3,Oclusal,,4.46,Con tejido remanente,Estratificación,Compuesta,1.1,118.42,14.07,1.58,Equiobturado
I,3,Oclusal,,3.86,Limpia,Bulk,Compuesta,1.24,111.37,16.73,0.9,Subobturado
I,3,Oclusal,,1.2,Limpia,Estratificación,Con fibra de vidrio,2.77,113.31,21.89,0.75,Equiobturado
I,3,Oclusal,,4.56,Limpia,Estratificación,Compuesta,1.07,52.46,4.32,1.53,Sobreobturado
I,3,Oclusal,,3.01,Con tejido remanente,Bulk,Compuesta,2.06,116.01,6.56,1.01,Equiobturado
I,3,Oclusal,,4.37,Limpia,Estratificación,Bulk,4.54,72.92,5.62,0.95,Sobreobturado
I,3,Oclusal,,3.25,Con tejido remanente,Bulk,Con fibra de vidrio,2.62,65.94,11.94,0.7,Equiobturado
I,3,Oclusal,,3.18,Con tejido remanente,Estratificación,Compuesta,4.82,101.61,5.98,1.31,Sobreobturado
I,3,Oclusal,,3.45,Con tejido remanente,Bulk,Bulk,2.92,88.49,5.55,1.77,Subobturado
I,3,Oclusal,,3.1,Limpia,Estratificación,Con fibra de vidrio,1.38,115.07,6.99,1.92,Subobturado
I,3,Bucal,,4.37,Limpia,Estratificación,Bulk,3.94,52.73,5.22,1.25,Sobreobturado
I,3,Bucal,,3.95,Limpia,Bulk,Compuesta,1.25,77.25,12.58,0.85,Equiobturado
I,3,Bucal,,2.06,Con tejido remanente,Estratificación,Bulk,2.69,74.65,9.57,1.13,Sobreobturado
I,3,Bucal,,4.04,Limpia,Estratificación,Bulk,1.71,56.01,6.91,0.93,Sobreobturado
I,3,Bucal,,3.81,Limpia,Estratificación,Con fibra de vidrio,2.52,80.31,10.41,1.21,Sobreobturado
I,3,Bucal,,3.98,Limpia,Estratificación,Fluida,1.03,89.68,12.27,1.78,Sobreobturado
I,3,Bucal,,1.12,Limpia,Bulk,Bulk,2.51,104.4,0.49,0.99,Equiobturado
I,3,Bucal,,1.42,Con tejido remanente,Bulk,Bulk,1.03,119.7,22.3,0.75,Sobreobturado
I,3,Bucal,,4.34,Con tejido remanente,Bulk,Fluida,4.21,63.66,2.14,1.59,Subobturado
I,3,Bucal,,3.85,Con tejido remanente,Bulk,Bulk,4.76,89.24,4.64,1.52,Equiobturado
I,3,Bucal,,3.83,Con tejido remanente,Bulk,Bulk,3.46,96.14,0.29,1.83,Subobturado
I,3,Bucal,,2.57,Limpia,Estratificación,Bulk,3.44,85.39,8.74,1.9,Sobreobturado
I,3,Bucal,,1.09,Con tejido remanente,Bulk,Compuesta,1.68,116.8,10.23,0.66,Sobreobturado
I,3,Bucal,,3.07,Con tejido remanente,Bulk,Fluida,1.19,58.87,4.92,1.09,Equiobturado
I,3,Bucal,,4.68,Con tejido remanente,Bulk,Con fibra de vidrio,1.18,118.97,15.84,1.43,Equiobturado
I,3,Bucal,,3.08,Con tejido remanente,Estratificación,Fluida,1.15,107.32,5.8,1.67,Sobreobturado
I,3,Bucal,,3.39,Limpia,Bulk,Fluida,2.9,75.32,3.18,1.02,Sobreobturado
I,3,Bucal,,3.81,Limpia,Estratificación,Bulk,1.22,93.6,12.3,0.83,Equiobturado
I,3,Bucal,,1.14,Limpia,Bulk,Compuesta,4.2,55.27,4.75,1.95,Subobturado
I,3,Bucal,,2.2,Limpia,Bulk,Con fibra de vidrio,3.72,61.47,7.24,1.47,Sobreobturado
I,3,Lingual,,1.94,Con tejido remanente,Bulk,Bulk,4.56,73.35,0.94,1.94,Subobturado
I,3,Lingual,,1.62,Limpia,Estratificación,Con fibra de vidrio,4.62,96.29,13.64,0.76,Equiobturado
I,3,Lingual,,4.25,Limpia,Estratificación,Compuesta,4.25,72.33,14.31,0.87,Subobturado
I,3,Lingual,,4.63,Limpia,Estratificación,Compuesta,4.84,103.84,19.68,1.86,Sobreobturado
I,3,Lingual,,4.28,Con tejido remanente,Estratificación,Compuesta,4.8,68.0,5.59,1.07,Equiobturado
I,3,Lingual,,3.21,Con tejido remanente,Estratificación,Compuesta,3.0,53.24,7.43,0.97,Sobreobturado
I,3,Lingual,,1.37,Con tejido remanente,Bulk,Bulk,1.81,98.85,9.19,1.37,Sobreobturado
I,3,Lingual,,1.35,Con tejido remanente,Estratificación,Bulk,3.23,119.74,22.68,1.68,Subobturado
I,3,Lingual,,1.52,Con tejido remanente,Bulk,Bulk,4.62,99.11,7.84,1.04,Equiobturado
I,3,Lingual,,2.81,Con tejido remanente,Bulk,Bulk,4.85,82.11,3.7,1.56,Equiobturado
I,3,Lingual,,4.26,Limpia,Bulk,Bulk,4.13,72.59,1.97,1.45,Equiobturado
I,3,Lingual,,1.87,Con tejido remanente,Bulk,Compuesta,1.16,81.88,15.12,1.84,Equiobturado
I,3,Lingual,,4.35,Con tejido remanente,Bulk,Con fibra de vidrio,2.29,92.29,0.78,1.82,Subobturado
I,3,Lingual,,1.89,Limpia,Estratificación,Bulk,2.61,72.83,11.16,0.54,Sobreobturado
I,3,Lingual,,1.28,Con tejido remanente,Estratificación,Compuesta,3.91,118.01,15.98,1.61,Sobreobturado
I,3,Lingual,,3.09,Con tejido remanente,Bulk,Fluida,4.31,99.66,14.2,1.48,Sobreobturado
I,3,Lingual,,3.09,Limpia,Estratificación,Compuesta,4.9,52.56,2.04,1.33,Equiobturado
I,3,Lingual,,1.04,Con tejido remanente,Estratificación,Compuesta,1.44,68.18,6.19,1.02,Subobturado
I,3,Lingual,,1.63,Con tejido remanente,Bulk,Compuesta,4.88,52.66,5.39,1.18,Subobturado
I,3,Lingual,,2.46,Limpia,Bulk,Fluida,3.17,90.11,4.95,1.69,Sobreobturado
I,4,Oclusal,,2.22,Con tejido remanente,Bulk,Fluida,4.51,72.72,0.17,1.46,Equiobturado
I,4,Oclusal,,2.36,Con tejido remanente,Bulk,Con fibra de vidrio,4.08,69.44,12.31,1.6,Subobturado
I,4,Oclusal,,3.15,Con tejido remanente,Bulk,Con fibra de vidrio,1.6,66.35,2.57,1.34,Subobturado
I,4,Oclusal,,1.63,Con tejido remanente,Estratificación,Fluida,3.5,112.6,15.55,1.04,Subobturado
I,4,Oclusal,,3.34,Limpia,Bulk,Con fibra de vidrio,4.85,50.76,8.06,0.9,Equiobturado
I,4,Oclusal,,4.44,Limpia,Bulk,Compuesta,3.43,103.22,7.87,0.75,Subobturado
I,4,Oclusal,,4.67,Con tejido remanente,Bulk,Bulk,2.68,110.75,5.41,0.51,Equiobturado
I,4,Oclusal,,4.76,Con tejido remanente,Bulk,Bulk,1.09,90.09,1.71,1.81,Sobreobturado
I,4,Oclusal,,3.77,Con tejido remanente,Bulk,Bulk,4.34,64.57,0.71,0.84,Sobreobturado
I,4,Oclusal,,3.4,Limpia,Bulk,Con fibra de vidrio,4.25,93.15,11.99,1.51,Subobturado
I,4,Oclusal,,4.45,Con tejido remanente,Estratificación,Bulk,1.18,74.59,8.72,1.16,Sobreobturado
I,4,Oclusal,,1.59,Limpia,Bulk,Bulk,2.1,80.46,13.64,1.39,Equiobturado
I,4,Oclusal,,4.02,Limpia,Estratificación,Fluida,1.73,115.6,11.52,1.16,Sobreobturado
I,4,Oclusal,,4.5,Con tejido remanente,Estratificación,Con fibra de vidrio,4.56,91.71,15.32,0.99,Subobturado
I,4,Oclusal,,3.48,Limpia,Estratificación,Compuesta,4.65,113.83,16.84,1.05,Sobreobturado
I,4,Oclusal,,3.97,Con tejido remanente,Estratificación,Con fibra de vidrio,1.24,107.34,19.13,1.27,Equiobturado
I,4,Oclusal,,1.39,Limpia,Bulk,Compuesta,1.18,109.25,14.23,1.94,Subobturado
I,4,Oclusal,,4.89,Limpia,Estratificación,Fluida,2.46,59.23,1.33,1.2,Subobturado
I,4,Oclusal,,4.26,Limpia,Bulk,Bulk,4.56,87.55,14.04,1.03,Subobturado
I,4,Oclusal,,2.15,Limpia,Bulk,Compuesta,3.18,55.74,0.8,1.84,Subobturado
I,4,Bucal,,1.76,Con tejido remanente,Bulk,Compuesta,2.23,56.83,5.6,1.76,Equiobturado
I,4,Bucal,,3.53,Limpia,Bulk,Bulk,4.91,104.01,20.79,1.07,Sobreobturado
I,4,Bucal,,3.06,Con tejido remanente,Estratificación,Bulk,1.01,100.07,14.11,1.36,Sobreobturado
I,4,Bucal,,2.01,Con tejido remanente,Estratificación,Bulk,2.96,109.36,21.52,1.1,Equiobturado
I,4,Bucal,,2.14,Con tejido remanente,Estratificación,Compuesta,3.43,87.72,14.86,1.91,Sobreobturado
I,4,Bucal,,4.04,Limpia,Bulk,Compuesta,3.81,90.48,16.68,0.73,Equiobturado
I,4,Bucal,,2.31,Con tejido remanente,Estratificación,Bulk,4.59,55.5,8.54,1.42,Equiobturado
I,4,Bucal,,2.96,Con tejido remanente,Estratificación,Con fibra de vidrio,4.47,69.39,12.18,0.8,Sobreobturado
I,4,Bucal,,2.17,Con tejido remanente,Bulk,Fluida,2.45,85.78,1.33,1.28,Subobturado
I,4,Bucal,,2.53,Limpia,Estratificación,Bulk,1.85,58.25,5.08,1.51,Equiobturado
I,4,Bucal,,4.22,Con tejido remanente,Bulk,Con fibra de vidrio,1.29,71.97,10.75,0.96,Equiobturado
I,4,Bucal,,3.87,Limpia,Estratificación,Bulk,3.59,99.2,7.43,1.82,Equiobturado
I,4,Bucal,,1.3,Limpia,Bulk,Con fibra de vidrio,1.75,73.87,1.42,0.67,Sobreobturado
I,4,Bucal,,4.73,Con tejido remanente,Bulk,Bulk,3.37,84.4,1.68,1.89,Equiobturado
I,4,Bucal,,1.37,Limpia,Bulk,Bulk,3.61,52.73,9.11,0.79,Equiobturado
I,4,Bucal,,4.39,Con tejido remanente,Estratificación,Compuesta,3.27,111.74,17.25,1.76,Subobturado
I,4,Bucal,,2.69,Limpia,Bulk,Compuesta,4.82,86.5,3.2,0.83,Subobturado
I,4,Bucal,,1.21,Con tejido remanente,Estratificación,Compuesta,1.13,68.79,4.97,0.92,Equiobturado
I,4,Bucal,,1.96,Limpia,Bulk,Compuesta,3.19,110.14,14.07,0.82,Subobturado
I,4,Bucal,,4.19,Con tejido remanente,Bulk,Con fibra de vidrio,3.7,53.52,8.97,1.03,Sobreobturado
I,4,Lingual,,4.47,Con tejido remanente,Estratificación,Compuesta,2.84,78.51,10.97,2.0,Sobreobturado
I,4,Lingual,,2.79,Limpia,Bulk,Fluida,2.73,68.58,10.32,1.33,Equiobturado
I,4,Lingual,,1.68,Limpia,Bulk,Compuesta,4.52,86.57,0.42,1.63,Equiobturado
I,4,Lingual,,1.46,Con tejido remanente,Estratificación,Fluida,1.81,51.05,0.75,0.81,Sobreobturado
I,4,Lingual,,2.44,Limpia,Bulk,Compuesta,4.12,99.77,9.04,0.91,Equiobturado
I,4,Lingual,,1.78,Limpia,Bulk,Con fibra de vidrio,3.94,101.01,0.67,1.89,Sobreobturado
I,4,Lingual,,3.42,Con tejido remanente,Estratificación,Bulk,3.24,116.83,15.03,1.97,Sobreobturado
I,4,Lingual,,2.81,Con tejido remanente,Estratificación,Fluida,2.37,86.01,4.82,1.68,Subobturado
I,4,Lingual,,1.03,Con tejido remanente,Estratificación,Compuesta,2.0,89.22,17.6,1.39,Equiobturado
I,4,Lingual,,4.78,Limpia,Bulk,Con fibra de vidrio,3.69,105.07,3.53,1.49,Equiobturado
I,4,Lingual,,4.56,Con tejido remanente,Bulk,Compuesta,3.21,90.12,8.05,1.55,Sobreobturado
I,4,Lingual,,2.39,Con tejido remanente,Bulk,Compuesta,3.68,95.25,12.97,1.55,Sobreobturado
I,4,Lingual,,1.04,Con tejido remanente,Estratificación,Con fibra de vidrio,2.09,57.74,3.87,1.41,Subobturado
I,4,Lingual,,2.22,Con tejido remanente,Estratificación,Con fibra de vidrio,3.33,71.78,7.8,1.65,Subobturado
I,4,Lingual,,2.14,Limpia,Estratificación,Fluida,4.3,62.6,9.84,1.99,Equiobturado
I,4,Lingual,,2.87,Limpia,Estratificación,Bulk,2.78,59.46,11.21,0.93,Equiobturado
I,4,Lingual,,1.32,Con tejido remanente,Estratificación,Con fibra de vidrio,1.88,74.69,4.19,0.76,Sobreobturado
I,4,Lingual,,1.35,Limpia,Bulk,Bulk,3.57,53.26,10.37,1.27,Subobturado
I,4,Lingual,,2.66,Con tejido remanente,Estratificación,Fluida,3.68,110.74,4.2,1.5,Subobturado
I,4,Lingual,,4.5,Limpia,Estratificación,Bulk,1.37,72.14,11.07,0.76,Sobreobturado
I,5,Oclusal,,4.27,Con tejido remanente,Estratificación,Con fibra de vidrio,4.63,96.98,11.34,0.78,Subobturado
I,5,Oclusal,,3.79,Con tejido remanente,Bulk,Fluida,3.73,78.23,14.68,1.38,Subobturado
I,5,Oclusal,,4.6,Limpia,Estratificación,Con fibra de vidrio,3.32,56.37,10.0,1.18,Sobreobturado
