Clase,Pieza,Superficie_1,Superficie_2,Tamaño_cavidad_mm,Estado_cavidad,Técnica,Tipo_resina,Índice_contracción_%,Peso_resina_inicial_mg,Peso_sobrante_mg,Margen_cavo_mm,Ajuste_margen
II,1,Distal,,1.3,Con tejido remanente,Bulk,Bulk,4.35,100.04,19.89,0.75,Sobreobturado
II,1,Distal,,2.29,Limpia,Bulk,Con fibra de vidrio,1.11,85.33,0.49,1.26,Equiobturado
II,1,Distal,,1.88,Con tejido remanente,Estratificación,Bulk,1.28,75.84,12.8,0.65,Sobreobturado
II,1,Distal,,3.88,Limpia,Estratificación,Compuesta,2.0,57.5,0.93,0.61,Sobreobturado
II,1,Distal,,1.09,Limpia,Bulk,Compuesta,3.85,75.97,7.26,1.6,Sobreobturado
II,1,Distal,,3.42,Con tejido remanente,Bulk,Con fibra de vidrio,1.64,115.12,20.84,1.12,Sobreobturado
II,1,Distal,,2.39,Limpia,Bulk,Fluida,1.14,74.6,9.5,0.61,Equiobturado
II,1,Distal,,2.92,Limpia,Bulk,Compuesta,4.36,70.69,11.33,1.82,Subobturado
II,1,Distal,,4.49,Con tejido remanente,Bulk,Con fibra de vidrio,3.51,89.62,1.72,1.2,Subobturado
II,1,Distal,,2.93,Limpia,Bulk,Fluida,2.27,104.8,0.17,1.72,Equiobturado
II,1,Distal,,2.09,Limpia,Bulk,Bulk,4.08,74.87,8.6,0.97,Subobturado
II,1,Distal,,1.05,Con tejido remanente,Bulk,Fluida,3.37,81.43,9.34,1.57,Equiobturado
II,1,Distal,,4.29,Limpia,Bulk,Bulk,4.08,101.88,17.21,0.6,Subobturado
II,2,Mesial,,4.79,Limpia,Bulk,Bulk,4.74,98.04,5.58,0.82,Subobturado
II,2,Mesial,,4.88,Limpia,Estratificación,Fluida,3.3,111.08,2.41,1.05,Sobreobturado
II,2,Mesial,,3.9,Limpia,Estratificación,Fluida,2.87,58.74,11.28,1.28,Equiobturado
II,2,Mesial,,3.14,Limpia,Bulk,Con fibra de vidrio,2.37,119.67,19.26,1.53,Subobturado
II,2,Mesial,,1.91,Con tejido remanente,Estratificación,Con fibra de vidrio,2.28,76.91,6.75,1.62,Sobreobturado
II,2,Mesial,,4.28,Con tejido remanente,Bulk,Fluida,3.32,54.95,2.79,1.51,Sobreobturado
II,2,Mesial,,3.09,Con tejido remanente,Bulk,Con fibra de vidrio,1.43,94.43,0.37,0.73,Equiobturado
II,2,Mesial,,3.42,Limpia,Bulk,Compuesta,4.09,111.55,7.37,0.68,Sobreobturado
II,2,Mesial,,2.83,Limpia,Estratificación,Fluida,1.85,62.11,11.24,1.16,Equiobturado
II,2,Mesial,,3.9,Limpia,Bulk,Compuesta,1.73,55.32,5.13,1.08,Equiobturado
II,2,Mesial,,3.72,Con tejido remanente,Estratificación,Fluida,4.22,92.24,12.88,1.7,Equiobturado
II,2,Mesial,,1.96,Con tejido remanente,Bulk,Compuesta,4.47,97.21,7.43,1.34,Equiobturado
II,2,Mesial,,4.18,Con tejido remanente,Bulk,Con fibra de vidrio,4.14,91.5,9.7,1.36,Sobreobturado
II,2,Mesial,,4.71,Con tejido remanente,Estratificación,Con fibra de vidrio,2.06,57.15,9.17,1.9,Sobreobturado
II,2,Mesial,,4.94,Limpia,Bulk,Compuesta,1.51,86.74,4.43,1.4,Equiobturado
II,2,Mesial,,2.25,Con tejido remanente,Estratificación,Bulk,4.52,69.08,2.31,0.86,Equiobturado
II,2,Mesial,,4.58,Limpia,Estratificación,Con fibra de vidrio,2.32,60.35,2.86,0.98,Equiobturado
II,2,Mesial,,2.13,Con tejido remanente,Bulk,Bulk,4.17,116.16,17.0,0.85,Sobreobturado
II,2,Mesial,,3.97,Con tejido remanente,Estratificación,Fluida,2.37,60.79,7.61,1.56,Subobturado
II,2,Mesial,,2.99,Limpia,Bulk,Fluida,1.89,61.73,2.98,1.84,Equiobturado
II,2,Distal,,4.63,Limpia,Estratificación,Fluida,4.27,86.96,8.51,1.65,Equiobturado
II,2,Distal,,3.93,Con tejido remanente,Estratificación,Compuesta,2.33,96.11,9.29,1.96,Sobreobturado
II,2,Distal,,1.05,Limpia,Estratificación,Bulk,3.32,109.28,20.88,1.5,Sobreobturado
II,2,Distal,,2.87,Limpia,Bulk,Con fibra de vidrio,3.19,81.37,6.79,1.1,Sobreobturado
II,2,Distal,,4.61,Limpia,Bulk,Fluida,2.45,116.85,21.47,1.72,Sobreobturado
II,2,Distal,,4.52,Con tejido remanente,Estratificación,Con fibra de vidrio,2.37,58.24,4.98,1.23,Subobturado
II,2,Distal,,2.57,Con tejido remanente,Bulk,Con fibra de vidrio,4.49,104.47,3.13,0.69,Sobreobturado
II,2,Distal,,4.44,Con tejido remanente,Estratificación,Compuesta,1.32,74.81,9.14,0.62,Equiobturado
II,2,Distal,,1.03,Limpia,Bulk,Con fibra de vidrio,3.61,107.37,16.71,0.9,Sobreobturado
II,2,Distal,,2.81,Con tejido remanente,Bulk,Fluida,2.7,118.98,5.4,1.29,Subobturado
II,2,Distal,,4.32,Limpia,Bulk,Fluida,3.9,60.28,11.26,1.35,Subobturado
II,2,Distal,,1.78,Con tejido remanente,Bulk,Bulk,3.34,95.97,12.09,0.54,Equiobturado
II,2,Distal,,1.96,Con tejido remanente,Estratificación,Bulk,2.71,98.62,18.89,0.88,Subobturado
II,2,Distal,,2.3,Limpia,Estratificación,Con fibra de vidrio,3.51,59.3,2.81,1.98,Sobreobturado
II,2,Distal,,2.16,Limpia,Bulk,Compuesta,3.61,59.58,0.84,1.82,Subobturado
II,2,Distal,,1.54,Limpia,Bulk,Fluida,3.56,69.03,4.26,1.47,Sobreobturado
II,2,Distal,,3.99,Limpia,Estratificación,Fluida,1.98,64.52,1.08,1.77,Equiobturado
II,2,Distal,,3.12,Limpia,Bulk,Fluida,4.33,68.7,6.5,1.81,Subobturado
II,2,Distal,,4.26,Con tejido remanente,Bulk,Bulk,3.34,62.37,5.18,1.85,Sobreobturado
II,2,Distal,,3.23,Limpia,Estratificación,Compuesta,2.02,113.44,19.12,1.49,Subobturado
II,3,Mesial,,4.24,Con tejido remanente,Estratificación,Fluida,1.47,89.27,11.2,0.94,Sobreobturado
II,3,Mesial,,2.94,Con tejido remanente,Estratificación,Fluida,1.31,98.73,14.38,1.12,Equiobturado
II,3,Mesial,,2.03,Con tejido remanente,Estratificación,Compuesta,4.65,115.39,2.93,0.58,Sobreobturado
II,3,Mesial,,3.15,Con tejido remanente,Estratificación,Compuesta,2.92,100.88,14.94,1.68,Equiobturado
II,3,Mesial,,4.82,Con tejido remanente,Estratificación,Compuesta,1.59,65.89,8.41,1.02,Subobturado
II,3,Mesial,,3.13,Con tejido remanente,Bulk,Compuesta,4.38,98.32,3.84,1.18,Equiobturado
II,3,Mesial,,3.08,Limpia,Bulk,Compuesta,1.05,101.86,8.45,1.91,Subobturado
II,3,Mesial,,2.73,Limpia,Estratificación,Con fibra de vidrio,2.38,55.34,5.76,1.48,Equiobturado
II,3,Mesial,,2.06,Con tejido remanente,Bulk,Con fibra de vidrio,1.87,85.38,1.68,0.8,Equiobturado
II,3,Mesial,,3.63,Limpia,Estratificación,Compuesta,4.02,71.16,4.97,1.24,Equiobturado
II,3,Mesial,,2.11,Con tejido remanente,Estratificación,Fluida,4.83,61.45,5.05,1.8,Sobreobturado
II,3,Mesial,,3.13,Limpia,Estratificación,Fluida,3.82,107.0,10.13,0.79,Sobreobturado
II,3,Mesial,,2.55,Limpia,Estratificación,Compuesta,3.85,68.3,12.47,1.05,Equiobturado
II,3,Mesial,,1.4,Limpia,Bulk,Con fibra de vidrio,1.71,51.01,2.56,1.16,Subobturado
II,3,Mesial,,1.16,Con tejido remanente,Estratificación,Compuesta,1.33,92.26,9.77,1.94,Equiobturado
II,3,Mesial,,2.59,Con tejido remanente,Estratificación,Bulk,4.18,97.73,2.91,1.99,Sobreobturado
II,3,Mesial,,3.85,Limpia,Bulk,Con fibra de vidrio,3.72,108.25,5.52,0.92,Sobreobturado
II,3,Mesial,,4.34,Limpia,Estratificación,Fluida,4.29,111.13,4.64,1.84,Sobreobturado
II,3,Mesial,,4.96,Con tejido remanente,Estratificación,Con fibra de vidrio,2.34,83.86,1.71,0.74,Equiobturado
II,3,Mesial,,3.64,Con tejido remanente,Bulk,Compuesta,3.44,108.83,14.8,1.55,Equiobturado
II,3,Distal,,2.13,Limpia,Bulk,Fluida,2.06,52.84,4.55,0.87,Subobturado
II,3,Distal,,4.87,Limpia,Bulk,Bulk,3.47,67.63,3.21,0.62,Sobreobturado
II,3,Distal,,2.95,Con tejido remanente,Estratificación,Fluida,2.47,78.63,12.38,1.1,Sobreobturado
II,3,Distal,,4.1,Con tejido remanente,Estratificación,Con fibra de vidrio,1.38,61.73,7.92,0.61,Equiobturado
II,3,Distal,,2.33,Limpia,Estratificación,Fluida,3.59,80.88,0.59,1.99,Equiobturado
II,3,Distal,,3.73,Limpia,Estratificación,Fluida,4.34,54.07,6.87,1.18,Sobreobturado
II,3,Distal,,1.53,Limpia,Estratificación,Fluida,1.84,50.52,7.6,1.5,Sobreobturado
II,3,Distal,,4.56,Limpia,Bulk,Compuesta,2.8,60.0,6.06,1.4,Sobreobturado
II,3,Distal,,3.82,Limpia,Estratificación,Bulk,3.27,96.76,11.22,1.23,Sobreobturado
II,3,Distal,,1.17,Limpia,Estratificación,Bulk,4.2,111.85,9.17,1.69,Subobturado
II,3,Distal,,4.4,Limpia,Estratificación,Fluida,2.4,98.73,9.05,1.94,Subobturado
II,3,Distal,,1.7,Limpia,Bulk,Compuesta,2.28,108.71,9.54,1.46,Equiobturado
II,3,Distal,,4.76,Limpia,Bulk,Compuesta,3.45,92.49,13.65,0.79,Equiobturado
II,3,Distal,,3.54,Limpia,Estratificación,Fluida,1.19,84.99,5.73,1.2,Subobturado
II,3,Distal,,3.57,Limpia,Bulk,Compuesta,3.11,80.19,8.01,1.19,Subobturado
II,3,Distal,,3.04,Con tejido remanente,Bulk,Fluida,2.65,62.7,1.2,1.07,Subobturado
II,3,Distal,,3.07,Con tejido remanente,Estratificación,Compuesta,3.09,78.59,1.22,0.57,Sobreobturado
II,3,Distal,,1.86,Limpia,Bulk,Bulk,4.82,92.23,3.97,0.83,Equiobturado
II,3,Distal,,3.72,Con tejido remanente,Estratificación,Compuesta,2.33,116.55,3.9,0.94,Subobturado
II,3,Distal,,2.59,Con tejido remanente,Estratificación,Fluida,1.72,61.96,6.65,0.81,Sobreobturado
II,4,Mesial,,2.76,Con tejido remanente,Estratificación,Bulk,4.77,69.27,0.83,0.94,Subobturado
II,4,Mesial,,1.67,Limpia,Bulk,Fluida,1.46,57.11,7.55,1.52,Equiobturado
II,4,Mesial,,1.04,Con tejido remanente,Bulk,Fluida,4.69,54.5,8.84,1.28,Subobturado
II,4,Mesial,,3.34,Limpia,Estratificación,Compuesta,4.42,51.12,7.82,0.73,Equiobturado
II,4,Mesial,,4.69,Con tejido remanente,Bulk,Compuesta,4.09,85.97,8.35,0.89,Sobreobturado
II,4,Mesial,,3.76,Limpia,Bulk,Bulk,3.64,118.0,22.13,1.88,Sobreobturado
II,4,Mesial,,1.75,Limpia,Estratificación,Bulk,2.86,82.81,13.45,1.38,Equiobturado
II,4,Mesial,,2.52,Limpia,Bulk,Fluida,1.88,76.63,6.49,1.79,Subobturado
II,4,Mesial,,4.18,Limpia,Bulk,Con fibra de vidrio,3.28,78.2,13.54,0.93,Sobreobturado
II,4,Mesial,,1.98,Con tejido remanente,Estratificación,Bulk,3.5,53.83,6.18,0.94,Sobreobturado
II,4,Mesial,,4.97,Limpia,Estratificación,Fluida,4.63,75.79,9.7,0.84,Sobreobturado
II,4,Mesial,,4.28,Limpia,Estratificación,Con fibra de vidrio,4.85,73.82,2.06,1.56,Equiobturado
II,4,Mesial,,3.0,Limpia,Estratificación,Compuesta,3.33,100.69,5.47,1.62,Subobturado
II,4,Mesial,,1.27,Limpia,Bulk,Compuesta,2.35,59.7,10.77,1.43,Subobturado
II,4,Mesial,,4.87,Limpia,Bulk,Compuesta,1.15,91.77,11.63,1.95,Sobreobturado
II,4,Mesial,,2.92,Con tejido remanente,Bulk,Con fibra de vidrio,4.65,88.93,17.34,0.52,Sobreobturado
II,4,Mesial,,2.68,Con tejido remanente,Estratificación,Fluida,4.54,71.48,10.75,1.31,Subobturado
II,4,Mesial,,2.3,Limpia,Bulk,Fluida,4.59,53.86,7.26,1.11,Sobreobturado
II,4,Mesial,,2.18,Limpia,Estratificación,Bulk,4.86,53.83,4.51,0.93,Subobturado
II,4,Mesial,,1.6,Con tejido remanente,Estratificación,Compuesta,4.29,117.63,21.06,1.52,Subobturado
II,4,Distal,,4.13,Con tejido remanente,Estratificación,Compuesta,2.9,119.24,8.99,1.28,Subobturado
II,4,Distal,,2.25,Limpia,Bulk,Compuesta,2.5,102.19,13.28,0.62,Sobreobturado
II,4,Distal,,1.23,Con tejido remanente,Bulk,Bulk,3.98,116.84,3.4,0.89,Sobreobturado
II,4,Distal,,3.43,Con tejido remanente,Bulk,Fluida,4.94,98.48,16.69,0.93,Equiobturado
II,4,Distal,,4.24,Limpia,Bulk,Fluida,2.1,72.26,11.94,1.97,Sobreobturado
II,4,Distal,,4.27,Limpia,Bulk,Compuesta,3.92,109.84,1.28,1.36,Subobturado
II,4,Distal,,1.45,Limpia,Bulk,Compuesta,4.12,78.05,9.06,1.6,Equiobturado
II,4,Distal,,2.84,Limpia,Estratificación,Compuesta,2.02,110.24,8.78,1.83,Sobreobturado
II,4,Distal,,1.29,Con tejido remanente,Bulk,Compuesta,4.03,86.36,12.67,0.8,Subobturado
II,4,Distal,,4.04,Limpia,Estratificación,Compuesta,2.24,67.58,5.6,1.49,Sobreobturado
II,4,Distal,,3.75,Limpia,Estratificación,Fluida,4.37,111.29,5.31,1.34,Equiobturado
II,4,Distal,,2.57,Con tejido remanente,Bulk,Fluida,1.71,118.17,15.13,1.93,Sobreobturado
II,4,Distal,,2.8,Con tejido remanente,Estratificación,Compuesta,2.14,110.9,9.96,1.63,Equiobturado
II,4,Distal,,4.27,Con tejido remanente,Bulk,Compuesta,3.99,113.53,10.62,1.14,Sobreobturado
II,4,Distal,,2.81,Limpia,Estratificación,Bulk,2.82,70.65,12.93,0.95,Equiobturado
II,4,Distal,,2.99,Con tejido remanente,Bulk,Bulk,2.25,101.69,4.8,0.6,Subobturado
II,4,Distal,,4.2,Con tejido remanente,Bulk,Con fibra de vidrio,2.78,96.82,5.68,1.85,Equiobturado
II,4,Distal,,1.2,Con tejido remanente,Estratificación,Fluida,3.11,67.07,1.45,0.71,Sobreobturado
II,4,Distal,,3.29,Limpia,Estratificación,Con fibra de vidrio,3.18,55.23,9.76,0.92,Equiobturado
II,4,Distal,,2.77,Limpia,Bulk,Con fibra de vidrio,4.35,81.47,12.44,1.24,Sobreobturado
II,5,Mesial,,4.08,Con tejido remanente,Bulk,Compuesta,4.62,59.27,10.2,0.57,Subobturado
II,5,Mesial,,1.08,Limpia,Estratificación,Bulk,2.11,69.61,8.01,0.71,Sobreobturado
II,5,Mesial,,3.67,Limpia,Estratificación,Bulk,1.59,67.32,7.64,1.56,Sobreobturado
II,5,Mesial,,1.59,Con tejido remanente,Bulk,Compuesta,3.01,110.94,4.81,1.94,Equiobturado
II,5,Mesial,,1.31,Limpia,Bulk,Con fibra de vidrio,4.59,119.11,18.24,1.49,Subobturado
II,5,Mesial,,3.63,Limpia,Bulk,Bulk,3.86,110.83,19.69,1.67,Sobreobturado
II,5,Mesial,,2.69,Con tejido remanente,Bulk,Con fibra de vidrio,1.83,111.13,8.27,0.61,Equiobturado
II,5,Mesial,,2.87,Limpia,Bulk,Compuesta,2.34,118.07,17.3,0.96,Subobturado
II,5,Mesial,,4.5,Con tejido remanente,Bulk,Compuesta,1.23,67.35,8.36,1.05,Sobreobturado
II,5,Mesial,,4.27,Limpia,Bulk,Compuesta,2.45,102.75,9.68,0.96,Subobturado
II,5,Mesial,,3.55,Limpia,Estratificación,Fluida,1.95,97.77,17.69,0.58,Sobreobturado
II,5,Mesial,,2.67,Con tejido remanente,Bulk,Fluida,4.96,66.4,10.88,1.32,Subobturado
II,5,Mesial,,1.46,Limpia,Estratificación,Fluida,1.59,82.0,14.09,0.75,Equiobturado
II,5,Mesial,,4.53,Limpia,Estratificación,Con fibra de vidrio,4.94,106.22,21.04,1.35,Subobturado
II,5,Mesial,,4.53,Limpia,Estratificación,Fluida,2.21,62.54,9.29,0.86,Equiobturado
II,5,Mesial,,1.47,Con tejido remanente,Estratificación,Bulk,3.38,69.65,1.26,1.69,Sobreobturado
II,5,Mesial,,3.42,Limpia,Bulk,Con fibra de vidrio,3.34,55.16,3.01,0.89,Equiobturado
II,5,Mesial,,4.22,Con tejido remanente,Estratificación,Bulk,4.27,90.35,3.95,1.45,Subobturado
II,5,Mesial,,2.34,Con tejido remanente,Bulk,Con fibra de vidrio,1.34,82.72,8.74,0.93,Sobreobturado
II,5,Mesial,,1.55,Con tejido remanente,Bulk,Fluida,2.01,79.71,6.65,1.12,Equiobturado
II,5,Distal,,3.68,Limpia,Bulk,Bulk,3.46,93.26,10.66,1.59,Equiobturado
II,5,Distal,,4.46,Limpia,Estratificación,Compuesta,2.07,100.47,16.61,0.85,Sobreobturado
II,5,Distal,,3.48,Limpia,Estratificación,Con fibra de vidrio,3.89,60.62,5.16,1.59,Subobturado
II,5,Distal,,4.27,Limpia,Estratificación,Bulk,1.76,71.16,13.51,1.57,Equiobturado
II,5,Distal,,3.34,Con tejido remanente,Estratificación,Compuesta,2.46,72.81,12.83,1.42,Subobturado
II,5,Distal,,4.44,Limpia,Estratificación,Con fibra de vidrio,4.83,80.79,6.03,1.38,Sobreobturado
II,5,Distal,,3.84,Con tejido remanente,Bulk,Con fibra de vidrio,3.87,50.87,6.26,0.75,Sobreobturado
II,5,Distal,,2.24,Limpia,Bulk,Con fibra de vidrio,4.93,55.95,1.43,1.13,Sobreobturado
II,5,Distal,,2.46,Con tejido remanente,Estratificación,Compuesta,1.14,98.7,7.51,1.29,Subobturado
II,5,Distal,,3.78,Limpia,Bulk,Compuesta,3.14,98.01,2.87,1.3,Subobturado
II,5,Distal,,1.36,Limpia,Bulk,Fluida,2.84,61.83,9.55,0.58,Equiobturado
II,5,Distal,,1.32,Limpia,Estratificación,Compuesta,4.85,111.74,7.85,1.07,Sobreobturado
II,5,Distal,,2.66,Con tejido remanente,Estratificación,Con fibra de vidrio,3.88,98.75,1.39,1.17,Subobturado
II,5,Distal,,2.27,Con tejido remanente,Estratificación,Compuesta,3.24,108.8,19.24,1.12,Equiobturado
II,5,Distal,,3.78,Limpia,Estratificación,Compuesta,3.01,82.7,13.7,1.19,Equiobturado
II,5,Distal,,4.85,Con tejido remanente,Bulk,Con fibra de vidrio,2.32,78.43,0.08,1.87,Subobturado
II,5,Distal,,2.9,Con tejido remanente,Estratificación,Fluida,1.71,116.32,18.93,1.86,Equiobturado
II,5,Distal,,1.04,Limpia,Estratificación,Bulk,4.19,65.12,0.3,1.83,Sobreobturado
II,5,Distal,,4.93,Limpia,Bulk,Bulk,3.94,112.95,2.5,1.1,Sobreobturado
II,5,Distal,,3.38,Limpia,Estratificación,Bulk,4.38,57.67,2.29,0.5,Equiobturado
II,12,Mesial,,3.7,Limpia,Bulk,Fluida,4.11,65.01,10.94,0.99,Subobturado
II,12,Mesial,,2.62,Con tejido remanente,Bulk,Bulk,2.01,55.01,8.27,0.83,Sobreobturado
II,12,Mesial,,4.78,Con tejido remanente,Bulk,Con fibra de vidrio,4.85,117.08,15.3,0.72,Sobreobturado
II,12,Mesial,,1.34,Con tejido remanente,Estratificación,Con fibra de vidrio,4.17,52.85,0.86,1.56,Sobreobturado
II,12,Mesial,,1.68,Limpia,Bulk,Fluida,1.76,56.25,6.59,1.63,Equiobturado
II,12,Mesial,,3.37,Con tejido remanente,Bulk,Fluida,1.06,86.74,12.0,1.59,Subobturado
II,12,Mesial,,1.58,Limpia,Estratificación,Fluida,2.03,70.44,3.59,1.46,Equiobturado
II,12,Mesial,,2.02,Con tejido remanente,Bulk,Con fibra de vidrio,1.35,100.02,7.03,0.65,Subobturado
II,12,Mesial,,1.86,Limpia,Estratificación,Bulk,1.32,50.68,3.24,0.91,Sobreobturado
II,12,Mesial,,2.24,Limpia,Bulk,Bulk,1.31,53.52,3.87,1.76,Subobturado
II,12,Mesial,,4.47,Limpia,Bulk,Bulk,4.28,53.17,2.91,1.93,Subobturado
II,12,Mesial,,1.79,Con tejido remanente,Bulk,Fluida,4.5,73.04,0.28,1.73,Subobturado
II,12,Mesial,,2.21,Con tejido remanente,Bulk,Con fibra de vidrio,1.45,75.16,3.39,0.96,Equiobturado
II,12,Mesial,,4.11,Limpia,Bulk,Bulk,2.35,112.17,8.17,1.19,Subobturado
II,12,Mesial,,4.66,Limpia,Estratificación,Compuesta,4.39,75.66,11.86,1.16,Equiobturado
II,12,Mesial,,2.23,Limpia,Estratificación,Bulk,1.38,94.75,17.03,0.9,Subobturado
II,12,Mesial,,4.89,Limpia,Bulk,Compuesta,3.16,101.07,2.04,1.55,Sobreobturado
II,12,Mesial,,4.59,Con tejido remanente,Bulk,Fluida,1.46,60.71,5.64,1.0,Subobturado
II,12,Mesial,,1.75,Limpia,Bulk,Fluida,1.17,115.36,2.98,0.76,Sobreobturado
II,12,Mesial,,3.65,Limpia,Estratificación,Fluida,3.77,99.96,12.72,1.37,Sobreobturado
II,12,Distal,,4.04,Limpia,Estratificación,Fluida,4.38,110.64,4.88,1.15,Sobreobturado
II,12,Distal,,2.87,Limpia,Bulk,Con fibra de vidrio,4.24,63.65,2.74,1.06,Sobreobturado
II,12,Distal,,3.83,Con tejido remanente,Bulk,Fluida,3.91,70.11,5.94,0.77,Subobturado
II,12,Distal,,2.69,Con tejido remanente,Estratificación,Fluida,2.56,93.41,17.86,1.36,Sobreobturado
II,12,Distal,,1.57,Con tejido remanente,Estratificación,Bulk,2.88,56.34,4.84,0.59,Equiobturado
II,12,Distal,,1.39,Con tejido remanente,Estratificación,Compuesta,2.16,104.01,1.92,0.82,Sobreobturado
II,12,Distal,,3.92,Con tejido remanente,Bulk,Con fibra de vidrio,4.81,86.65,4.57,0.8,Equiobturado
II,12,Distal,,1.35,Limpia,Estratificación,Fluida,1.89,111.3,16.26,0.96,Equiobturado
II,12,Distal,,2.49,Limpia,Bulk,Bulk,1.64,57.73,3.95,0.66,Subobturado
II,12,Distal,,3.47,Con tejido remanente,Bulk,Con fibra de vidrio,4.07,93.16,8.55,0.55,Sobreobturado
II,12,Distal,,2.01,Limpia,Estratificación,Compuesta,2.41,100.83,18.96,1.16,Equiobturado
II,12,Distal,,1.19,Limpia,Estratificación,Con fibra de vidrio,2.31,61.95,1.67,0.79,Equiobturado
II,12,Distal,,1.64,Limpia,Bulk,Con fibra de vidrio,2.02,100.0,15.61,1.1,Equiobturado
II,12,Distal,,4.57,Con tejido remanente,Estratificación,Compuesta,2.23,86.37,2.19,0.97,Sobreobturado
II,12,Distal,,4.12,Con tejido remanente,Bulk,Bulk,1.6,61.91,5.8,1.95,Equiobturado
II,12,Distal,,2.59,Con tejido remanente,Bulk,Bulk,4.72,99.54,15.62,1.17,Equiobturado
II,12,Distal,,1.91,Limpia,Bulk,Compuesta,1.12,103.29,15.44,1.52,Equiobturado
II,12,Distal,,4.29,Con tejido remanente,Estratificación,Con fibra de vidrio,1.3,74.28,13.29,0.51,Equiobturado
II,12,Distal,,4.47,Limpia,Estratificación,Bulk,3.19,59.76,11.93,1.07,Equiobturado
II,12,Distal,,2.02,Con tejido remanente,Bulk,Bulk,2.63,69.95,2.75,1.23,Subobturado
II,13,Mesial,,3.16,Con tejido remanente,Estratificación,Fluida,2.7,89.72,15.78,1.47,Equiobturado
II,13,Mesial,,3.03,Limpia,Estratificación,Fluida,4.98,100.32,14.3,1.13,Equiobturado
II,13,Mesial,,4.68,Limpia,Bulk,Bulk,1.92,115.91,18.34,0.7,Subobturado
II,13,Mesial,,3.18,Limpia,Estratificación,Compuesta,4.1,51.21,6.78,1.88,Equiobturado
II,13,Mesial,,2.0,Limpia,Estratificación,Compuesta,2.76,58.51,2.3,1.43,Equiobturado
II,13,Mesial,,4.88,Limpia,Bulk,Bulk,1.06,76.22,13.14,0.93,Subobturado
II,13,Mesial,,3.79,Limpia,Bulk,Bulk,3.44,106.18,13.51,1.09,Subobturado
II,13,Mesial,,1.68,Limpia,Bulk,Fluida,1.96,56.34,3.64,1.75,Sobreobturado
